,type,strikes,maturities,implied_volatilities,Spot,T0
0,put,34000.0,1643702400.0,0.9098999999999999,37277.74,2022-01-31 23:12:04.232167
1,put,37000.0,1643702400.0,0.5448,37277.74,2022-01-31 23:12:04.232167
2,put,41000.0,1643702400.0,0.8128,37277.74,2022-01-31 23:12:04.232167
3,put,36000.0,1643702400.0,0.6559999999999999,37277.74,2022-01-31 23:12:04.232167
4,put,39000.0,1643702400.0,0.6222,37277.74,2022-01-31 23:12:04.232167
5,put,32000.0,1643702400.0,1.1775,37277.74,2022-01-31 23:12:04.232167
6,put,40000.0,1643702400.0,0.7132,37277.74,2022-01-31 23:12:04.232167
7,put,33000.0,1643702400.0,1.1631,37277.74,2022-01-31 23:12:04.232167
8,put,42000.0,1643702400.0,0.8128,37277.74,2022-01-31 23:12:04.232167
9,put,35000.0,1643702400.0,0.8743000000000001,37277.74,2022-01-31 23:12:04.232167
10,put,44000.0,1643702400.0,0.8128,37277.74,2022-01-31 23:12:04.232167
11,put,38000.0,1643702400.0,0.5374,37277.74,2022-01-31 23:12:04.232167
12,put,30000.0,1643702400.0,1.1775,37277.74,2022-01-31 23:12:04.232167
13,put,35000.0,1643788800.0,0.7271,37277.74,2022-01-31 23:12:04.232167
14,put,30000.0,1643788800.0,1.1002,37277.74,2022-01-31 23:12:04.232167
15,put,32000.0,1643788800.0,0.9912000000000001,37277.74,2022-01-31 23:12:04.232167
16,put,42000.0,1643788800.0,0.6759000000000001,37277.74,2022-01-31 23:12:04.232167
17,put,39000.0,1643788800.0,0.5681,37277.74,2022-01-31 23:12:04.232167
18,put,37000.0,1643788800.0,0.5561,37277.74,2022-01-31 23:12:04.232167
19,put,36000.0,1643788800.0,0.6086,37277.74,2022-01-31 23:12:04.232167
20,put,40000.0,1643788800.0,0.6203,37277.74,2022-01-31 23:12:04.232167
21,put,34000.0,1643788800.0,0.8244,37277.74,2022-01-31 23:12:04.232167
22,put,41000.0,1643788800.0,0.6759000000000001,37277.74,2022-01-31 23:12:04.232167
23,put,38000.0,1643788800.0,0.5390999999999999,37277.74,2022-01-31 23:12:04.232167
24,put,33000.0,1643788800.0,0.9797,37277.74,2022-01-31 23:12:04.232167
25,put,60000.0,1643961600.0,1.1371,37277.74,2022-01-31 23:12:04.232167
26,put,48000.0,1643961600.0,0.8511,37277.74,2022-01-31 23:12:04.232167
27,put,32000.0,1643961600.0,0.9309999999999999,37277.74,2022-01-31 23:12:04.232167
28,put,52000.0,1643961600.0,1.0153,37277.74,2022-01-31 23:12:04.232167
29,put,35000.0,1643961600.0,0.6912999999999999,37277.74,2022-01-31 23:12:04.232167
30,put,37000.0,1643961600.0,0.6043999999999999,37277.74,2022-01-31 23:12:04.232167
31,put,42000.0,1643961600.0,0.6969,37277.74,2022-01-31 23:12:04.232167
32,put,28000.0,1643961600.0,1.2392,37277.74,2022-01-31 23:12:04.232167
33,put,39000.0,1643961600.0,0.5942000000000001,37277.74,2022-01-31 23:12:04.232167
34,put,46000.0,1643961600.0,0.8447,37277.74,2022-01-31 23:12:04.232167
35,put,30000.0,1643961600.0,1.0879,37277.74,2022-01-31 23:12:04.232167
36,put,36000.0,1643961600.0,0.635,37277.74,2022-01-31 23:12:04.232167
37,put,25000.0,1643961600.0,1.3657,37277.74,2022-01-31 23:12:04.232167
38,put,40000.0,1643961600.0,0.6173,37277.74,2022-01-31 23:12:04.232167
39,put,31000.0,1643961600.0,1.025,37277.74,2022-01-31 23:12:04.232167
40,put,45000.0,1643961600.0,0.8443,37277.74,2022-01-31 23:12:04.232167
41,put,41000.0,1643961600.0,0.6487,37277.74,2022-01-31 23:12:04.232167
42,put,34000.0,1643961600.0,0.7544,37277.74,2022-01-31 23:12:04.232167
43,put,55000.0,1643961600.0,1.1259000000000001,37277.74,2022-01-31 23:12:04.232167
44,put,33000.0,1643961600.0,0.8186,37277.74,2022-01-31 23:12:04.232167
45,put,44000.0,1643961600.0,0.7634000000000001,37277.74,2022-01-31 23:12:04.232167
46,put,50000.0,1643961600.0,0.9067000000000001,37277.74,2022-01-31 23:12:04.232167
47,put,65000.0,1643961600.0,1.2447,37277.74,2022-01-31 23:12:04.232167
48,put,70000.0,1643961600.0,1.2447,37277.74,2022-01-31 23:12:04.232167
49,put,38000.0,1643961600.0,0.581,37277.74,2022-01-31 23:12:04.232167
50,put,70000.0,1644566400.0,1.1117,37277.74,2022-01-31 23:12:04.232167
51,put,45000.0,1644566400.0,0.6598999999999999,37277.74,2022-01-31 23:12:04.232167
52,put,46000.0,1644566400.0,0.6888,37277.74,2022-01-31 23:12:04.232167
53,put,32000.0,1644566400.0,0.7828,37277.74,2022-01-31 23:12:04.232167
54,put,41000.0,1644566400.0,0.6004999999999999,37277.74,2022-01-31 23:12:04.232167
55,put,35000.0,1644566400.0,0.6602,37277.74,2022-01-31 23:12:04.232167
56,put,65000.0,1644566400.0,1.0095999999999998,37277.74,2022-01-31 23:12:04.232167
57,put,52000.0,1644566400.0,0.8581,37277.74,2022-01-31 23:12:04.232167
58,put,42000.0,1644566400.0,0.6097,37277.74,2022-01-31 23:12:04.232167
59,put,36000.0,1644566400.0,0.6304,37277.74,2022-01-31 23:12:04.232167
60,put,55000.0,1644566400.0,0.8715,37277.74,2022-01-31 23:12:04.232167
61,put,50000.0,1644566400.0,0.7994,37277.74,2022-01-31 23:12:04.232167
62,put,39000.0,1644566400.0,0.5943999999999999,37277.74,2022-01-31 23:12:04.232167
63,put,48000.0,1644566400.0,0.7089,37277.74,2022-01-31 23:12:04.232167
64,put,25000.0,1644566400.0,1.0948,37277.74,2022-01-31 23:12:04.232167
65,put,33000.0,1644566400.0,0.7333,37277.74,2022-01-31 23:12:04.232167
66,put,30000.0,1644566400.0,0.888,37277.74,2022-01-31 23:12:04.232167
67,put,28000.0,1644566400.0,1.0199,37277.74,2022-01-31 23:12:04.232167
68,put,40000.0,1644566400.0,0.5936,37277.74,2022-01-31 23:12:04.232167
69,put,44000.0,1644566400.0,0.6434000000000001,37277.74,2022-01-31 23:12:04.232167
70,put,20000.0,1644566400.0,1.3719,37277.74,2022-01-31 23:12:04.232167
71,put,60000.0,1644566400.0,0.9568000000000001,37277.74,2022-01-31 23:12:04.232167
72,put,34000.0,1644566400.0,0.6954,37277.74,2022-01-31 23:12:04.232167
73,put,38000.0,1644566400.0,0.6013000000000001,37277.74,2022-01-31 23:12:04.232167
