,instrument_names,maturities,mark_price,index_price,last_price
0,BTC-30DEC22,1672387200000,39528.52,37273.73,39580.5
1,BTC-25MAR22,1648195200000,37503.97,37275.93,37494.0
2,BTC-25FEB22,1645776000000,37295.88,37275.2,37280.5
3,BTC-4FEB22,1643961600000,37251.64,37275.2,37237.5
4,BTC-11FEB22,1644566400000,37262.24,37275.2,37267.5
5,BTC-24JUN22,1656057600000,38221.52,37274.61,38270.5
6,BTC-30SEP22,1664524800000,38853.47,37274.67,38849.0
7,BTC-PERPETUAL,32503708800000,37269.42,37274.67,37278.5
