,instrument_names,maturities,mark_price,index_price,last_price
0,BTC-25MAR22,1648195200000,47626.32,46775.6,47595.5
1,BTC-28JAN22,1643356800000,47020.3,46775.29,47013.5
2,BTC-24DEC21,1640332800000,46807.38,46775.29,46806.5
3,BTC-17DEC21,1639728000000,46769.53,46776.03,46738.0
4,BTC-24JUN22,1656057600000,48657.7,46776.48,48660.0
5,BTC-30SEP22,1664524800000,49713.99,46776.48,49707.5
6,BTC-31DEC21,1640937600000,46859.77,46776.83,46853.0
7,BTC-PERPETUAL,32503708800000,46786.91,46776.15,46799.5
