,instrument_names,maturities,mark_price,index_price,last_price
0,BTC-30DEC22,1672387200000,40311.67,38749.5,40237.5
1,BTC-25MAR22,1648195200000,38784.35,38749.99,38782.0
2,BTC-4MAR22,1646380800000,38741.17,38749.99,38740.5
3,BTC-24JUN22,1656057600000,39143.2,38750.2,39154.5
4,BTC-30SEP22,1664524800000,39711.75,38750.2,39711.0
5,BTC-11MAR22,1646985600000,38722.28,38750.2,38719.0
6,BTC-PERPETUAL,32503708800000,38743.2,38750.2,38732.0
7,BTC-29APR22,1651219200000,38849.71,38750.47,38521.5
