,type,strikes,maturities,implied_volatilities,Spot,posixT0
297,call,20000.0,1651219200.0,1.0561,42697.35,2022-04-10 05:35:49.727022+00:00
298,call,75000.0,1651219200.0,0.7472,42697.35,2022-04-10 05:35:49.727022+00:00
299,call,80000.0,1651219200.0,0.7665000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
300,call,40000.0,1651219200.0,0.5742,42697.35,2022-04-10 05:35:49.727022+00:00
301,call,36000.0,1651219200.0,0.6446999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
302,call,35000.0,1651219200.0,0.6661,42697.35,2022-04-10 05:35:49.727022+00:00
303,call,55000.0,1651219200.0,0.5642,42697.35,2022-04-10 05:35:49.727022+00:00
304,call,70000.0,1651219200.0,0.7315,42697.35,2022-04-10 05:35:49.727022+00:00
305,call,32000.0,1651219200.0,0.7353000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
306,call,100000.0,1651219200.0,0.9587,42697.35,2022-04-10 05:35:49.727022+00:00
307,call,41000.0,1651219200.0,0.5605,42697.35,2022-04-10 05:35:49.727022+00:00
308,call,38000.0,1651219200.0,0.6041,42697.35,2022-04-10 05:35:49.727022+00:00
309,call,34000.0,1651219200.0,0.6888,42697.35,2022-04-10 05:35:49.727022+00:00
310,call,30000.0,1651219200.0,0.7942,42697.35,2022-04-10 05:35:49.727022+00:00
311,call,65000.0,1651219200.0,0.6747,42697.35,2022-04-10 05:35:49.727022+00:00
312,call,51000.0,1651219200.0,0.5372,42697.35,2022-04-10 05:35:49.727022+00:00
313,call,42000.0,1651219200.0,0.5514,42697.35,2022-04-10 05:35:49.727022+00:00
314,call,53000.0,1651219200.0,0.5459,42697.35,2022-04-10 05:35:49.727022+00:00
315,call,46000.0,1651219200.0,0.5324,42697.35,2022-04-10 05:35:49.727022+00:00
316,call,25000.0,1651219200.0,0.9608,42697.35,2022-04-10 05:35:49.727022+00:00
317,call,48000.0,1651219200.0,0.5341,42697.35,2022-04-10 05:35:49.727022+00:00
318,call,36000.0,1653638400.0,0.6453,42697.35,2022-04-10 05:35:49.727022+00:00
319,call,70000.0,1653638400.0,0.6236,42697.35,2022-04-10 05:35:49.727022+00:00
320,call,100000.0,1653638400.0,0.8183,42697.35,2022-04-10 05:35:49.727022+00:00
321,call,54000.0,1653638400.0,0.5713,42697.35,2022-04-10 05:35:49.727022+00:00
322,call,55000.0,1653638400.0,0.5753,42697.35,2022-04-10 05:35:49.727022+00:00
323,call,30000.0,1653638400.0,0.7365999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
324,call,46000.0,1653638400.0,0.5702,42697.35,2022-04-10 05:35:49.727022+00:00
325,call,85000.0,1653638400.0,0.7182,42697.35,2022-04-10 05:35:49.727022+00:00
326,call,32000.0,1653638400.0,0.6993,42697.35,2022-04-10 05:35:49.727022+00:00
327,call,48000.0,1653638400.0,0.565,42697.35,2022-04-10 05:35:49.727022+00:00
328,call,42000.0,1653638400.0,0.5914,42697.35,2022-04-10 05:35:49.727022+00:00
329,call,20000.0,1653638400.0,1.0252,42697.35,2022-04-10 05:35:49.727022+00:00
330,call,75000.0,1653638400.0,0.6551,42697.35,2022-04-10 05:35:49.727022+00:00
331,call,52000.0,1653638400.0,0.5661999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
332,call,65000.0,1653638400.0,0.6098,42697.35,2022-04-10 05:35:49.727022+00:00
333,call,60000.0,1653638400.0,0.5893999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
334,call,38000.0,1653638400.0,0.6222,42697.35,2022-04-10 05:35:49.727022+00:00
335,call,44000.0,1653638400.0,0.5794,42697.35,2022-04-10 05:35:49.727022+00:00
336,call,40000.0,1653638400.0,0.6053999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
337,call,35000.0,1653638400.0,0.6557999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
338,call,80000.0,1653638400.0,0.6990000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
339,call,34000.0,1653638400.0,0.6698000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
340,call,50000.0,1653638400.0,0.565,42697.35,2022-04-10 05:35:49.727022+00:00
341,call,55000.0,1656057600.0,0.6162,42697.35,2022-04-10 05:35:49.727022+00:00
342,call,30000.0,1656057600.0,0.7331,42697.35,2022-04-10 05:35:49.727022+00:00
343,call,25000.0,1656057600.0,0.8085,42697.35,2022-04-10 05:35:49.727022+00:00
344,call,15000.0,1656057600.0,1.0275,42697.35,2022-04-10 05:35:49.727022+00:00
345,call,300000.0,1656057600.0,1.1761,42697.35,2022-04-10 05:35:49.727022+00:00
346,call,70000.0,1656057600.0,0.6555,42697.35,2022-04-10 05:35:49.727022+00:00
347,call,40000.0,1656057600.0,0.6445000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
348,call,35000.0,1656057600.0,0.6788,42697.35,2022-04-10 05:35:49.727022+00:00
349,call,48000.0,1656057600.0,0.6175,42697.35,2022-04-10 05:35:49.727022+00:00
350,call,150000.0,1656057600.0,0.9972,42697.35,2022-04-10 05:35:49.727022+00:00
351,call,60000.0,1656057600.0,0.6248,42697.35,2022-04-10 05:35:49.727022+00:00
352,call,50000.0,1656057600.0,0.6146,42697.35,2022-04-10 05:35:49.727022+00:00
353,call,250000.0,1656057600.0,1.153,42697.35,2022-04-10 05:35:49.727022+00:00
354,call,44000.0,1656057600.0,0.629,42697.35,2022-04-10 05:35:49.727022+00:00
355,call,52000.0,1656057600.0,0.6144,42697.35,2022-04-10 05:35:49.727022+00:00
356,call,90000.0,1656057600.0,0.7445999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
357,call,80000.0,1656057600.0,0.6967,42697.35,2022-04-10 05:35:49.727022+00:00
358,call,46000.0,1656057600.0,0.6229,42697.35,2022-04-10 05:35:49.727022+00:00
359,call,65000.0,1656057600.0,0.6411,42697.35,2022-04-10 05:35:49.727022+00:00
360,call,20000.0,1656057600.0,0.9092,42697.35,2022-04-10 05:35:49.727022+00:00
361,call,120000.0,1656057600.0,0.8648,42697.35,2022-04-10 05:35:49.727022+00:00
362,call,75000.0,1656057600.0,0.6759000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
363,call,200000.0,1656057600.0,1.1109,42697.35,2022-04-10 05:35:49.727022+00:00
364,call,45000.0,1656057600.0,0.6256,42697.35,2022-04-10 05:35:49.727022+00:00
365,call,100000.0,1656057600.0,0.7746,42697.35,2022-04-10 05:35:49.727022+00:00
366,call,42000.0,1656057600.0,0.6362,42697.35,2022-04-10 05:35:49.727022+00:00
367,call,400000.0,1664524800.0,0.9501000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
368,call,50000.0,1664524800.0,0.662,42697.35,2022-04-10 05:35:49.727022+00:00
369,call,300000.0,1664524800.0,0.9292,42697.35,2022-04-10 05:35:49.727022+00:00
370,call,80000.0,1664524800.0,0.6770999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
371,call,250000.0,1664524800.0,0.9014,42697.35,2022-04-10 05:35:49.727022+00:00
372,call,120000.0,1664524800.0,0.7363,42697.35,2022-04-10 05:35:49.727022+00:00
373,call,40000.0,1664524800.0,0.6744,42697.35,2022-04-10 05:35:49.727022+00:00
374,call,200000.0,1664524800.0,0.8452,42697.35,2022-04-10 05:35:49.727022+00:00
375,call,100000.0,1664524800.0,0.7026,42697.35,2022-04-10 05:35:49.727022+00:00
376,call,25000.0,1664524800.0,0.7670999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
377,call,70000.0,1664524800.0,0.6655,42697.35,2022-04-10 05:35:49.727022+00:00
378,call,35000.0,1664524800.0,0.6916,42697.35,2022-04-10 05:35:49.727022+00:00
379,call,55000.0,1664524800.0,0.6618,42697.35,2022-04-10 05:35:49.727022+00:00
380,call,20000.0,1664524800.0,0.8190000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
381,call,45000.0,1664524800.0,0.6658,42697.35,2022-04-10 05:35:49.727022+00:00
382,call,60000.0,1664524800.0,0.6625,42697.35,2022-04-10 05:35:49.727022+00:00
383,call,150000.0,1664524800.0,0.7692,42697.35,2022-04-10 05:35:49.727022+00:00
384,call,65000.0,1664524800.0,0.6609999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
385,call,30000.0,1664524800.0,0.7215,42697.35,2022-04-10 05:35:49.727022+00:00
386,call,350000.0,1664524800.0,0.9315000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
387,call,90000.0,1664524800.0,0.6916,42697.35,2022-04-10 05:35:49.727022+00:00
388,call,15000.0,1664524800.0,0.8675,42697.35,2022-04-10 05:35:49.727022+00:00
389,call,25000.0,1672387200.0,0.7336,42697.35,2022-04-10 05:35:49.727022+00:00
390,call,100000.0,1672387200.0,0.6884,42697.35,2022-04-10 05:35:49.727022+00:00
391,call,50000.0,1672387200.0,0.6591,42697.35,2022-04-10 05:35:49.727022+00:00
392,call,250000.0,1672387200.0,0.8565999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
393,call,300000.0,1672387200.0,0.8905,42697.35,2022-04-10 05:35:49.727022+00:00
394,call,70000.0,1672387200.0,0.6629999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
395,call,200000.0,1672387200.0,0.7884,42697.35,2022-04-10 05:35:49.727022+00:00
396,call,150000.0,1672387200.0,0.7421,42697.35,2022-04-10 05:35:49.727022+00:00
397,call,40000.0,1672387200.0,0.6718999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
398,call,60000.0,1672387200.0,0.6593000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
399,call,35000.0,1672387200.0,0.6837000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
400,call,30000.0,1672387200.0,0.7049,42697.35,2022-04-10 05:35:49.727022+00:00
401,call,45000.0,1672387200.0,0.6629,42697.35,2022-04-10 05:35:49.727022+00:00
402,call,90000.0,1672387200.0,0.6747,42697.35,2022-04-10 05:35:49.727022+00:00
403,call,120000.0,1672387200.0,0.7018000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
404,call,15000.0,1672387200.0,0.8341,42697.35,2022-04-10 05:35:49.727022+00:00
405,call,80000.0,1672387200.0,0.6687000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
406,call,55000.0,1672387200.0,0.6592,42697.35,2022-04-10 05:35:49.727022+00:00
407,call,20000.0,1672387200.0,0.7818,42697.35,2022-04-10 05:35:49.727022+00:00
408,call,250000.0,1680249600.0,0.7561,42697.35,2022-04-10 05:35:49.727022+00:00
409,call,70000.0,1680249600.0,0.6779000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
410,call,30000.0,1680249600.0,0.6893,42697.35,2022-04-10 05:35:49.727022+00:00
411,call,20000.0,1680249600.0,0.7345999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
412,call,100000.0,1680249600.0,0.6947,42697.35,2022-04-10 05:35:49.727022+00:00
413,call,40000.0,1680249600.0,0.6717,42697.35,2022-04-10 05:35:49.727022+00:00
414,call,140000.0,1680249600.0,0.701,42697.35,2022-04-10 05:35:49.727022+00:00
415,call,120000.0,1680249600.0,0.6940000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
416,call,50000.0,1680249600.0,0.6618999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
417,call,150000.0,1680249600.0,0.7301000000000001,42697.35,2022-04-10 05:35:49.727022+00:00
418,call,80000.0,1680249600.0,0.6711,42697.35,2022-04-10 05:35:49.727022+00:00
419,call,300000.0,1680249600.0,0.7561,42697.35,2022-04-10 05:35:49.727022+00:00
420,call,60000.0,1680249600.0,0.6640999999999999,42697.35,2022-04-10 05:35:49.727022+00:00
421,call,200000.0,1680249600.0,0.7441,42697.35,2022-04-10 05:35:49.727022+00:00
